"GSM1524047_INT201201-4-1_Tr_77_HG-U133_Plus_2_.CEL",5
"GSM1524048_INT201201-4-1_Tr_78_HG-U133_Plus_2_.CEL",4
"GSM1524049_INT201201-4-1_Tr_79_HG-U133_Plus_2_.CEL",2
"GSM1524050_INT201201-4-1_Tr_80_HG-U133_Plus_2_.CEL",2
"GSM1524051_INT201201-4-1_Tr_81_HG-U133_Plus_2_.CEL",3
"GSM1524052_INT201201-4-1_Tr_83_HG-U133_Plus_2_.CEL",1
"GSM1524053_INT201201-4-1_Tr_84_HG-U133_Plus_2_.CEL",5
"GSM1524054_INT201201-4-1_Tr_85_HG-U133_Plus_2_.CEL",2
"GSM1524055_INT201201-4-1_Tr_86_HG-U133_Plus_2_.CEL",5
"GSM1524056_INT201201-4-1_Tr_88_HG-U133_Plus_2_.CEL",1
"GSM1524057_INT201201-4-1_Tr_90_HG-U133_Plus_2_.CEL",1
"GSM1524058_INT201201-4-1_Tr_91_HG-U133_Plus_2_.CEL",3
"GSM1524059_INT201201-4-1_Tr_93_HG-U133_Plus_2_.CEL",3
"GSM1524060_INT201201-4-1_Tr_96_HG-U133_Plus_2_.CEL",2
"GSM1524061_INT201201-4-1_Tr_97_HG-U133_Plus_2_.CEL",1
"GSM1524062_INT201201-4-1_Tr_9_HG-U133_Plus_2_.CEL",2
"GSM1524068_INT201201-6_Tr_82_HG-U133_Plus_2_.CEL",4
"GSM1524069_INT201201-6_Tr_87_HG-U133_Plus_2_.CEL",3
"GSM1524070_INT201201-6_Tr_89_HG-U133_Plus_2_.CEL",4
"GSM1524071_INT201201-6_Tr_94_HG-U133_Plus_2_.CEL",1
"GSM1524072_INT201201-6_Tr_95_HG-U133_Plus_2_.CEL",4
